H_vector,DD_vector,UD_vector,H_stats,DD_stats,UD_stats,char_count,total_duration,typing_rollover_ratio,backspace_count,char_sequence,masked_sequence,username,data_type,quality_label,quality_score,password_strength,password_score
"[0.14119999998807908, 0.11019999998807907, 0.15910000002384186, 0.12780000001192093, 0.20380000001192092, 0.14189999997615815, 0.11669999998807908]","[0.08589999997615815, 0.2115, 0.11480000001192094, 0.16709999996423722, 0.08370000004768371, 0.08459999996423721]","[-0.05530000001192093, 0.10130000001192092, -0.04430000001192093, 0.039299999952316284, -0.12009999996423722, -0.057300000011920926]","{""mean"": 0.14295714285543987, ""std"": 0.03151416915773876, ""min"": 0.11019999998807907, ""max"": 0.20380000001192092}","{""mean"": 0.12459999999403953, ""std"": 0.05333741650573707, ""min"": 0.08370000004768371, ""max"": 0.2115}","{""mean"": -0.0227333333392938, ""std"": 0.07928837660782963, ""min"": -0.12009999996423722, ""max"": 0.10130000001192092}",7,0.8642999999523163,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.15319999998807907, 0.11730000001192092, 0.18069999998807906, 0.12560000002384186, 0.22619999998807908, 0.1964000000357628, 0.10360000002384186]","[0.07439999997615815, 0.21880000001192093, 0.13569999998807908, 0.1935, 0.0625, 0.13280000001192094]","[-0.07880000001192093, 0.1015, -0.045, 0.06789999997615814, -0.16369999998807908, -0.06360000002384186]","{""mean"": 0.15757142857994352, ""std"": 0.04532926626612191, ""min"": 0.10360000002384186, ""max"": 0.22619999998807908}","{""mean"": 0.1362833333313465, ""std"": 0.06223945426846603, ""min"": 0.0625, ""max"": 0.21880000001192093}","{""mean"": -0.03028333334128062, ""std"": 0.0984756501153621, ""min"": -0.16369999998807908, ""max"": 0.1015}",7,0.9213000000119209,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.16310000002384187, 0.10439999997615815, 0.21080000001192092, 0.143, 0.20969999998807906, 0.2357999999523163, 0.1585999999642372]","[0.09630000001192093, 0.1955, 0.15719999998807907, 0.19610000002384187, 0.0655, 0.10719999998807907]","[-0.06680000001192093, 0.09110000002384186, -0.05360000002384186, 0.05310000002384186, -0.14419999998807906, -0.1285999999642372]","{""mean"": 0.17505714284522192, ""std"": 0.04582807934928581, ""min"": 0.10439999997615815, ""max"": 0.2357999999523163}","{""mean"": 0.13630000000198683, ""std"": 0.05473013795358699, ""min"": 0.0655, ""max"": 0.19610000002384187}","{""mean"": -0.04149999999006589, ""std"": 0.09534371505593378, ""min"": -0.14419999998807906, ""max"": 0.09110000002384186}",7,0.9763999999761581,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.13619999998807908, 0.09359999996423721, 0.17109999996423722, 0.13909999996423722, 0.206, 0.15980000001192093, 0.10130000001192092]","[0.07790000003576279, 0.24419999998807906, 0.1085, 0.1795999999642372, 0.0705, 0.10360000002384186]","[-0.058299999952316287, 0.15060000002384186, -0.06259999996423721, 0.0405, -0.1355, -0.05619999998807907]","{""mean"": 0.14387142855780466, ""std"": 0.03931970304917414, ""min"": 0.09359999996423721, ""max"": 0.206}","{""mean"": 0.13071666666865348, ""std"": 0.06769429565637049, ""min"": 0.0705, ""max"": 0.24419999998807906}","{""mean"": -0.020249999980131786, ""std"": 0.10069416567073965, ""min"": -0.1355, ""max"": 0.15060000002384186}",7,0.8856000000238419,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.16379999995231628, 0.09969999998807907, 0.18939999997615814, 0.13559999996423722, 0.23469999998807908, 0.16990000003576278, 0.08259999996423721]","[0.09189999997615814, 0.19710000002384187, 0.13519999998807908, 0.17119999998807908, 0.08569999998807908, 0.11540000003576278]","[-0.07189999997615815, 0.09740000003576278, -0.05419999998807907, 0.03560000002384186, -0.149, -0.0545]","{""mean"": 0.1536714285526957, ""std"": 0.0524384628079052, ""min"": 0.08259999996423721, ""max"": 0.23469999998807908}","{""mean"": 0.13275, ""std"": 0.04429170352091233, ""min"": 0.08569999998807908, ""max"": 0.19710000002384187}","{""mean"": -0.032766666650772096, ""std"": 0.0867072007892384, ""min"": -0.149, ""max"": 0.09740000003576278}",7,0.8790999999642373,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.1485999999642372, 0.10310000002384186, 0.17960000002384185, 0.145, 0.20209999996423722, 0.18020000004768372, 0.13859999996423722]","[0.09779999995231628, 0.2025, 0.102, 0.1809000000357628, 0.07059999996423721, 0.09890000003576278]","[-0.05080000001192093, 0.09939999997615814, -0.07760000002384186, 0.03590000003576279, -0.1315, -0.08130000001192093]","{""mean"": 0.15674285714115416, ""std"": 0.033017361953630094, ""min"": 0.10310000002384186, ""max"": 0.20209999996423722}","{""mean"": 0.12544999999801318, ""std"": 0.05298915928494654, ""min"": 0.07059999996423721, ""max"": 0.2025}","{""mean"": -0.03431666667262713, ""std"": 0.08556600766140324, ""min"": -0.1315, ""max"": 0.09939999997615814}",7,0.8912999999523162,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.1555, 0.11780000001192092, 0.171, 0.14189999997615815, 0.20089999997615815, 0.183, 0.1095]","[0.0955, 0.21730000001192093, 0.11260000002384186, 0.1985, 0.06469999998807907, 0.10319999998807908]","[-0.06, 0.0995, -0.05839999997615814, 0.05660000002384186, -0.13619999998807908, -0.07980000001192093]","{""mean"": 0.15422857142346247, ""std"": 0.033587185758877765, ""min"": 0.1095, ""max"": 0.20089999997615815}","{""mean"": 0.1319666666686535, ""std"": 0.06126283267485103, ""min"": 0.06469999998807907, ""max"": 0.21730000001192093}","{""mean"": -0.02971666665871938, ""std"": 0.08914523917151923, ""min"": -0.13619999998807908, ""max"": 0.0995}",7,0.9013000000119209,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.14040000003576278, 0.09180000001192093, 0.17469999998807906, 0.13819999998807908, 0.211, 0.1634000000357628, 0.11360000002384185]","[0.0815, 0.21760000002384186, 0.12369999998807907, 0.16269999998807907, 0.06680000001192093, 0.1105]","[-0.05890000003576279, 0.12580000001192093, -0.051, 0.0245, -0.14419999998807906, -0.052900000035762784]","{""mean"": 0.1475857142976352, ""std"": 0.03960944451489748, ""min"": 0.09180000001192093, ""max"": 0.211}","{""mean"": 0.12713333333532015, ""std"": 0.055606066819084664, ""min"": 0.06680000001192093, ""max"": 0.21760000002384186}","{""mean"": -0.026116666674613948, ""std"": 0.09164678754697354, ""min"": -0.14419999998807906, ""max"": 0.12580000001192093}",7,0.8764000000357628,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.14619999998807906, 0.10430000001192093, 0.17060000002384185, 0.14239999997615815, 0.2194000000357628, 0.1930999999642372, 0.09589999997615814]","[0.09, 0.20389999997615815, 0.10280000001192093, 0.3441999999880791, 0.07140000003576279, 0.11189999997615814]","[-0.05619999998807907, 0.09959999996423721, -0.06780000001192094, 0.20180000001192092, -0.148, -0.08119999998807907]","{""mean"": 0.15312857142516545, ""std"": 0.044939430145233605, ""min"": 0.09589999997615814, ""max"": 0.2194000000357628}","{""mean"": 0.15403333333134653, ""std"": 0.10390250557257873, ""min"": 0.07140000003576279, ""max"": 0.3441999999880791}","{""mean"": -0.008633333335320157, ""std"": 0.13149061816658666, ""min"": -0.148, ""max"": 0.20180000001192092}",7,1.0200999999642373,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.13080000001192094, 0.12419999998807907, 0.20389999997615815, 0.15930000001192093, 0.2159000000357628, 0.16410000002384187, 0.10469999998807906]","[0.0605, 0.2239000000357628, 0.16279999995231628, 0.20880000001192092, 0.07980000001192093, 0.10280000001192093]","[-0.07030000001192092, 0.09970000004768372, -0.04110000002384186, 0.0495, -0.13610000002384187, -0.06130000001192093]","{""mean"": 0.15755714286225184, ""std"": 0.04127129177081704, ""min"": 0.10469999998807906, ""max"": 0.2159000000357628}","{""mean"": 0.1397666666706403, ""std"": 0.068731787895397, ""min"": 0.0605, ""max"": 0.2239000000357628}","{""mean"": -0.026600000003973643, ""std"": 0.08608969743218627, ""min"": -0.13610000002384187, ""max"": 0.09970000004768372}",7,0.9433000000119209,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.14610000002384185, 0.096, 0.1635, 0.136, 0.21980000001192093, 0.17339999997615815, 0.08769999998807908]","[0.08510000002384185, 0.1815, 0.11669999998807908, 0.3483999999761581, 0.07710000002384186, 0.108]","[-0.061, 0.0855, -0.04680000001192093, 0.21239999997615813, -0.14269999998807908, -0.06539999997615814]","{""mean"": 0.14607142857142857, ""std"": 0.045647771554885405, ""min"": 0.08769999998807908, ""max"": 0.21980000001192093}","{""mean"": 0.15280000000198682, ""std"": 0.10267139814446466, ""min"": 0.07710000002384186, ""max"": 0.3483999999761581}","{""mean"": -0.0030000000000000027, ""std"": 0.1287802003294505, ""min"": -0.14269999998807908, ""max"": 0.21239999997615813}",7,1.0045,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.147, 0.15430000001192093, 0.17340000003576278, 0.12360000002384186, 0.18369999998807907, 0.153, 0.09709999996423721]","[0.14169999998807908, 0.6786999999880791, 0.12980000001192094, 0.25980000001192094, 0.06, 0.08780000001192093]","[-0.005300000011920929, 0.5243999999761582, -0.04360000002384186, 0.13619999998807908, -0.12369999998807907, -0.06519999998807907]","{""mean"": 0.14744285714626312, ""std"": 0.0293522774428058, ""min"": 0.09709999996423721, ""max"": 0.18369999998807907}","{""mean"": 0.22630000000198683, ""std"": 0.23198937906138153, ""min"": 0.06, ""max"": 0.6786999999880791}","{""mean"": 0.07046666665871938, ""std"": 0.2388448338606061, ""min"": -0.12369999998807907, ""max"": 0.5243999999761582}",7,1.454899999976158,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.13469999998807908, 0.10089999997615814, 0.149, 0.1325, 0.20490000003576278, 0.165, 0.09230000001192093]","[0.07339999997615815, 0.22160000002384186, 0.09719999998807907, 0.1615999999642372, 0.08030000001192093, 0.09260000002384186]","[-0.06130000001192093, 0.12070000004768372, -0.05180000001192093, 0.029099999964237212, -0.12460000002384186, -0.07239999997615815]","{""mean"": 0.139900000001703, ""std"": 0.0383109644999486, ""min"": 0.09230000001192093, ""max"": 0.20490000003576278}","{""mean"": 0.12111666666467985, ""std"": 0.058418983790788005, ""min"": 0.07339999997615815, ""max"": 0.22160000002384186}","{""mean"": -0.02671666666865349, ""std"": 0.08756765195814196, ""min"": -0.12460000002384186, ""max"": 0.12070000004768372}",7,0.819,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.132, 0.11559999996423721, 0.1915, 0.12460000002384186, 0.1972000000476837, 0.16669999998807908, 0.09990000003576278]","[0.07070000004768372, 0.19789999997615815, 0.1265, 0.17189999997615815, 0.09090000003576279, 0.07089999997615815]","[-0.06129999995231628, 0.08230000001192093, -0.065, 0.047299999952316284, -0.10630000001192093, -0.09580000001192093]","{""mean"": 0.14678571429422924, ""std"": 0.03833881534767954, ""min"": 0.09990000003576278, ""max"": 0.1972000000476837}","{""mean"": 0.1214666666686535, ""std"": 0.05381351748894934, ""min"": 0.07070000004768372, ""max"": 0.19789999997615815}","{""mean"": -0.033133333335320155, ""std"": 0.07859223031441097, ""min"": -0.10630000001192093, ""max"": 0.08230000001192093}",7,0.8287000000476837,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.14, 0.11639999997615814, 0.2005, 0.11539999997615814, 0.20539999997615815, 0.17480000001192092, 0.11490000003576278]","[0.07569999998807907, 0.20039999997615815, 0.12210000002384186, 0.16, 0.08419999998807907, 0.08869999998807906]","[-0.06430000001192093, 0.084, -0.07839999997615814, 0.04460000002384186, -0.12119999998807907, -0.08610000002384186]","{""mean"": 0.1524857142823083, ""std"": 0.04051610496711602, ""min"": 0.11490000003576278, ""max"": 0.20539999997615815}","{""mean"": 0.12184999999403953, ""std"": 0.04954160877293888, ""min"": 0.07569999998807907, ""max"": 0.20039999997615815}","{""mean"": -0.036899999996026354, ""std"": 0.081558813138614, ""min"": -0.12119999998807907, ""max"": 0.084}",7,0.846,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test1,enrollment,good,100,weak,2
"[0.14839999997615813, 0.11120000004768371, 0.17010000002384185, 0.15569999998807907, 0.197, 0.1525, 0.14240000003576278]","[0.23139999997615815, 0.201, 0.18530000001192093, 0.28260000002384184, 0.20680000001192092, 0.22129999995231628]","[0.083, 0.08979999995231629, 0.01519999998807907, 0.1269000000357628, 0.00980000001192093, 0.06879999995231628]","{""mean"": 0.15390000001021795, ""std"": 0.026175815797847602, ""min"": 0.11120000004768371, ""max"": 0.197}","{""mean"": 0.22139999999602636, ""std"": 0.0339940583080107, ""min"": 0.18530000001192093, ""max"": 0.28260000002384184}","{""mean"": 0.06558333332339923, ""std"": 0.04540953277666277, ""min"": 0.00980000001192093, ""max"": 0.1269000000357628}",7,1.470800000011921,0.0,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.17469999998807906, 0.144, 0.17560000002384185, 0.1385, 0.21679999995231627, 0.16319999998807908, 0.1250999999642372]","[0.1555999999642372, 0.25360000002384187, 0.13960000002384185, 0.2145, 0.10389999997615815, 0.08110000002384186]","[-0.019100000023841858, 0.10960000002384186, -0.036, 0.076, -0.11289999997615814, -0.08209999996423721]","{""mean"": 0.16255714284522194, ""std"": 0.030513431852984513, ""min"": 0.1250999999642372, ""max"": 0.21679999995231627}","{""mean"": 0.15805000000198682, ""std"": 0.06559929115892102, ""min"": 0.08110000002384186, ""max"": 0.25360000002384187}","{""mean"": -0.010749999990065892, ""std"": 0.08745560587653904, ""min"": -0.11289999997615814, ""max"": 0.10960000002384186}",7,1.073399999976158,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.15380000001192093, 0.12089999997615815, 0.1992999999523163, 0.12670000004768373, 0.24739999997615814, 0.2042999999523163, 0.14910000002384186]","[0.11440000003576278, 0.2255, 0.1687999999523163, 0.22310000002384187, 0.09660000002384186, 0.1310999999642372]","[-0.039399999976158145, 0.10460000002384186, -0.0305, 0.09639999997615814, -0.15079999995231627, -0.07319999998807906]","{""mean"": 0.17164285713434219, ""std"": 0.046532779002415654, ""min"": 0.12089999997615815, ""max"": 0.24739999997615814}","{""mean"": 0.15991666666666668, ""std"": 0.05528722878076874, ""min"": 0.09660000002384186, ""max"": 0.2255}","{""mean"": -0.01548333331942558, ""std"": 0.09937525679796055, ""min"": -0.15079999995231627, ""max"": 0.10460000002384186}",7,1.1086000000238418,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.1584000000357628, 0.119, 0.17710000002384185, 0.11629999995231628, 0.22969999998807908, 0.18110000002384186, 0.1335]","[0.12519999998807907, 0.24180000001192092, 0.2244000000357628, 0.21619999998807907, 0.16169999998807907, 0.16939999997615815]","[-0.03320000004768372, 0.12280000001192093, 0.04730000001192093, 0.09990000003576278, -0.068, -0.011700000047683717]","{""mean"": 0.159300000003406, ""std"": 0.04059511465732101, ""min"": 0.11629999995231628, ""max"": 0.22969999998807908}","{""mean"": 0.1897833333313465, ""std"": 0.044670008595479274, ""min"": 0.12519999998807907, ""max"": 0.24180000001192092}","{""mean"": 0.026183333327372868, ""std"": 0.0762192473732049, ""min"": -0.068, ""max"": 0.12280000001192093}",7,1.272199999988079,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.1644000000357628, 0.107, 0.1815999999642372, 0.11989999997615815, 0.15220000004768372, 0.10469999998807906, 0.13230000001192094]","[0.11960000002384186, 0.21730000001192093, 0.21069999998807906, 0.2495999999642372, 0.23360000002384185, 0.17]","[-0.04480000001192093, 0.11030000001192093, 0.029100000023841856, 0.12969999998807907, 0.08139999997615814, 0.06530000001192093]","{""mean"": 0.13744285714626311, ""std"": 0.029516597434123958, ""min"": 0.10469999998807906, ""max"": 0.1815999999642372}","{""mean"": 0.20013333333532016, ""std"": 0.04768008667716166, ""min"": 0.11960000002384186, ""max"": 0.2495999999642372}","{""mean"": 0.06183333333333334, ""std"": 0.06291567902041896, ""min"": -0.04480000001192093, ""max"": 0.12969999998807907}",7,1.3331000000238418,0.16666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.14920000004768372, 0.10419999998807906, 0.156, 0.11479999995231628, 0.1947000000476837, 0.19719999998807908, 0.14319999998807906]","[0.28940000003576277, 0.21469999998807907, 0.17410000002384185, 0.22179999995231628, 0.08070000004768371, 0.13139999997615814]","[0.14019999998807908, 0.1105, 0.018100000023841857, 0.107, -0.114, -0.06580000001192093]","{""mean"": 0.15132857143027442, ""std"": 0.03566775923565268, ""min"": 0.10419999998807906, ""max"": 0.19719999998807908}","{""mean"": 0.18535000000397364, ""std"": 0.07349178865059991, ""min"": 0.08070000004768371, ""max"": 0.28940000003576277}","{""mean"": 0.03266666666666666, ""std"": 0.10446614124435015, ""min"": -0.114, ""max"": 0.14019999998807908}",7,1.255300000011921,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.14539999997615813, 0.099, 0.164, 0.11610000002384185, 0.2065, 0.19589999997615815, 0.1285]","[0.10969999998807907, 0.25060000002384186, 0.17259999996423722, 0.21260000002384186, 0.0715, 0.10259999996423722]","[-0.03569999998807907, 0.15160000002384186, 0.008599999964237213, 0.0965, -0.135, -0.09330000001192093]","{""mean"": 0.1507714285680226, ""std"": 0.04025856903021859, ""min"": 0.099, ""max"": 0.2065}","{""mean"": 0.1532666666607062, ""std"": 0.07002707097128029, ""min"": 0.0715, ""max"": 0.25060000002384186}","{""mean"": -0.00121666666865349, ""std"": 0.11005841025681895, ""min"": -0.135, ""max"": 0.15160000002384186}",7,1.0480999999642373,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.14710000002384185, 0.1195, 0.183, 0.13239999997615814, 0.1845, 0.1682000000476837, 0.14010000002384185]","[0.09789999997615814, 0.23610000002384185, 0.144, 0.20810000002384185, 0.09679999995231628, 0.09660000002384186]","[-0.04920000004768372, 0.11660000002384185, -0.039, 0.07570000004768372, -0.08770000004768372, -0.07160000002384186]","{""mean"": 0.15354285715307509, ""std"": 0.025393756267748514, ""min"": 0.1195, ""max"": 0.1845}","{""mean"": 0.14658333333333334, ""std"": 0.06188859078250349, ""min"": 0.09660000002384186, ""max"": 0.23610000002384185}","{""mean"": -0.009200000007947287, ""std"": 0.0843536602980236, ""min"": -0.08770000004768372, ""max"": 0.11660000002384185}",7,1.0196000000238419,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.1614000000357628, 0.09910000002384185, 0.2012999999523163, 0.14189999997615815, 0.22619999998807908, 0.18139999997615813, 0.15]","[0.13180000001192094, 0.22060000002384186, 0.146, 0.21269999998807906, 0.11869999998807908, 0.10969999998807907]","[-0.029600000023841857, 0.1215, -0.055299999952316284, 0.07080000001192092, -0.1075, -0.07169999998807908]","{""mean"": 0.16589999999318805, ""std"": 0.04171490539380479, ""min"": 0.09910000002384185, ""max"": 0.22619999998807908}","{""mean"": 0.15658333333333332, ""std"": 0.04818013768448171, ""min"": 0.10969999998807907, ""max"": 0.22060000002384186}","{""mean"": -0.011966666658719382, ""std"": 0.0889348900382642, ""min"": -0.1075, ""max"": 0.1215}",7,1.0895,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.14260000002384185, 0.1085, 0.16959999996423722, 0.11969999998807906, 0.19119999998807907, 0.18810000002384186, 0.08989999997615815]","[0.17139999997615815, 0.23140000003576278, 0.169, 0.21880000001192093, 0.08009999996423721, 0.1814000000357628]","[0.028799999952316285, 0.12290000003576279, -0.0005999999642372131, 0.09910000002384185, -0.11110000002384186, -0.006699999988079071]","{""mean"": 0.14422857142346246, ""std"": 0.04001490199073629, ""min"": 0.08989999997615815, ""max"": 0.19119999998807907}","{""mean"": 0.17535000000397363, ""std"": 0.05328150713423716, ""min"": 0.08009999996423721, ""max"": 0.23140000003576278}","{""mean"": 0.02206666667262713, ""std"": 0.08393032032301483, ""min"": -0.11110000002384186, ""max"": 0.12290000003576279}",7,1.142,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.1425, 0.1195, 0.15429999995231627, 0.12970000004768373, 0.20780000001192092, 0.18269999998807906, 0.1539000000357628]","[0.1707000000476837, 0.216, 0.1672999999523163, 0.24580000001192093, 0.09290000003576279, 0.12379999995231629]","[0.028200000047683717, 0.0965, 0.013, 0.11609999996423721, -0.11489999997615814, -0.05890000003576279]","{""mean"": 0.15577142857653753, ""std"": 0.030575737341430327, ""min"": 0.1195, ""max"": 0.20780000001192092}","{""mean"": 0.16941666666666666, ""std"": 0.056473406722733044, ""min"": 0.09290000003576279, ""max"": 0.24580000001192093}","{""mean"": 0.013333333333333332, ""std"": 0.08872457757177836, ""min"": -0.11489999997615814, ""max"": 0.11609999996423721}",7,1.1704000000357628,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.16080000001192093, 0.10189999997615815, 0.19239999997615814, 0.13930000001192092, 0.18479999995231627, 0.15889999997615814, 0.13239999997615814]","[0.15820000004768373, 0.24269999998807906, 0.1235, 0.27880000001192096, 0.11369999998807907, 0.097]","[-0.002599999964237213, 0.14080000001192092, -0.06889999997615814, 0.1395, -0.07109999996423721, -0.061899999976158145]","{""mean"": 0.15292857141154154, ""std"": 0.03131153750026432, ""min"": 0.10189999997615815, ""max"": 0.19239999997615814}","{""mean"": 0.1689833333392938, ""std"": 0.07472176166885214, ""min"": 0.097, ""max"": 0.27880000001192096}","{""mean"": 0.012633333355188368, ""std"": 0.10194907878138829, ""min"": -0.07109999996423721, ""max"": 0.14080000001192092}",7,1.146300000011921,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.1225, 0.11629999995231628, 0.1045, 0.1255, 0.2015, 0.17489999997615815, 0.13680000001192094]","[0.1365, 0.22129999995231628, 0.14760000002384185, 0.24739999997615814, 0.08010000002384186, 0.10769999998807907]","[0.014, 0.105, 0.04310000002384186, 0.12189999997615814, -0.12139999997615815, -0.06719999998807907]","{""mean"": 0.14028571427719935, ""std"": 0.03499611543200756, ""min"": 0.1045, ""max"": 0.2015}","{""mean"": 0.1567666666607062, ""std"": 0.06505233788256069, ""min"": 0.08010000002384186, ""max"": 0.24739999997615814}","{""mean"": 0.015900000005960462, ""std"": 0.0955773613233953, ""min"": -0.12139999997615815, ""max"": 0.12189999997615814}",7,1.077399999976158,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.13869999998807908, 0.11039999997615814, 0.1437000000476837, 0.10289999997615815, 0.1985, 0.18669999998807907, 0.12680000001192093]","[0.20590000003576278, 0.2102999999523163, 0.18170000004768372, 0.253, 0.07639999997615814, 0.10939999997615814]","[0.06720000004768371, 0.09989999997615814, 0.038, 0.15010000002384186, -0.12210000002384186, -0.07730000001192093]","{""mean"": 0.14395714285543987, ""std"": 0.036367836396757044, ""min"": 0.10289999997615815, ""max"": 0.1985}","{""mean"": 0.17278333333134652, ""std"": 0.06682159582140011, ""min"": 0.07639999997615814, ""max"": 0.253}","{""mean"": 0.025966666668653486, ""std"": 0.10517409695279709, ""min"": -0.12210000002384186, ""max"": 0.15010000002384186}",7,1.1635,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
